数据挖掘工程师,上海卓易科技股份有限公司,上海-徐汇区,2-4万/月,07-22,"['上海-徐汇区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['500-1000人'],"['互联网/电子商务,计算机软件']","['岗位职责：', '1、收集业务部门的数据分析需求，设计数据分析、数据挖掘模型；', '2、完成数据整理、分析与建模工作，及时提供业务方支持；', '3、应用机器学习等方法，从海量客户用卡数据中挖掘潜在的规律与关系；', '4、针对风控等业务场景及相关数据进行分析研究，有效洞察业务机会核瓶颈。', '任职资格：', '1、数学、统计、计算机等相关理科毕业，全日制本科及以上学历；', '2、三年以上海量数据下数据挖掘和算法实施相关工作经验；', '3、熟悉运用Python或者Spark进行数据建模，熟悉hive、hadoop大数据处理技术的优先考虑；', '4、有广告行业、移动互联网等领域经验的优先考虑。']"
高级数据分析师,森浦Sumscope,宁波-鄞州区,1-1.5万/月,07-22,"['宁波-鄞州区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0英语\xa0\xa0', '\xa0\xa0经济学 金融学']",['民营公司'],['150-500人'],"['金融/投资/证券,计算机软件']",[]
数据仓库工程师,南京弘丞聚合信息技术有限公司,广州,1.5-2万/月,07-22,"['广州\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['少于50人'],['计算机软件'],"['数据仓库工程师', '岗位职责:\xa0', '1、负责交通事业群的数据仓库整体建设，维护与优化', '2、负责业务过程，数据流程的模型建设与维护', '3、参与业务报表开发及数据支撑', '4、参与元数据管理等数据治理工作', '5、其他数据相关需求', '岗位要求:\xa0\xa0\xa0\xa0\xa0\xa0', '1、计算机或相关专业，统招本科及以上学历，3年以上数据仓库相关经验', '2、熟悉数据仓库建设流程，熟悉数据生命周期与管理方式,\xa0熟悉主题建模、维度建模等建模方法论；\xa0', '3、熟悉Hive/SparkSQL、MySQL/PostgreSQL/Oracle，熟悉常见SQL调优方法', '4、有数据同步、数据建模、数据质量控制、元数据管理、数据挖掘等项目经验优先', '5、逻辑清晰、对数据敏感，良好的沟通能力和协作能力，能够快速推动工作执行落地，可以承受一定的工作压力']"
0231Z2-资源运营岗（数据分析）,中国平安人寿保险股份有限公司,上海-浦东新区,1-1.5万/月,07-22,[],[],[],[],[]
数据文员（接受优秀应届生）,广州澎尼科技有限公司,广州,3-5千/月,07-22,"['广州\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0中专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['150-500人'],['贸易/进出口'],"['岗位职责：', '1.负责对电商平台每日后台数据明细的汇总与报表整理；', '2.负责与运营部门对接，做好数据报表，制作及处理条形码；', '3.协助部门其他工作以及表格汇总；', '4.完成上级领导交待的临时任务。', '任职资格：', '1.大专及以上学历；优秀应届生亦可；', '2.会基本的电脑操作、计算机应用，熟练使用office办公软件；', '3.工作积极主动、思维敏捷、性格开朗,有较好的沟通表达能力及服务意识；', '4.工作有条理，认真负责，踏实肯干。']"
数据文员/行政,西安永辉资产管理有限公司,西安-未央区,3-4.5千/月,07-22,"['西安-未央区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['150-500人'],['金融/投资/证券'],"['1、工作内容：', '行政工作：', '①负责日常电话、来访的接待工作；', '②日常制度及考勤的管理；', '③日常组织会议，做好会议记录和纪要；', '文员工作：', '①日常于甲方和分部数据上的对接及沟通；', '②维护与甲方的关系；', '2、基本要求：', '①熟练操作Word\xa0\xa0\xa0Excel、等办公自动化软件；', '②把握好具体工作进度与衔接工作；', '③思考能力，行政工作繁琐，要经常思考如何能使工作做到事半功倍的效果。', '④在催收公司做的的优先，诚招经验丰富。']"
数据分析师（助理）,步步高超市事业部（长沙大区）,长沙-岳麓区,4-6千/月,07-22,"['长沙-岳麓区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],[''],['快速消费品(食品、饮料、化妆品)'],"['1、协助数据分析师获取数据，对日常数据进行汇总，形成报表；', '2、维护日常数据看板，进行数据统计分析，为运营决策提供支持；', '3、根据上级要求，对商品类目进行分类整理。', '\xa0', '任职要求：', '1、大专及以上学历，30岁以下；', '2、熟练操作EXCEL，会tableau或python更佳；', '3、1年以上数据分析工作经验，有电商行业相关经验者优先考虑。']"
店铺数据管理专员,杭州界内电子商务有限公司—Artka,杭州-上城区,4.5-6千/月,07-22,"['杭州-上城区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['500-1000人'],['互联网/电子商务'],"['岗位职责：', '1.网仓的同步操作；', '2.数据整合，调整在架数及流通；', '3.活动款的设置及跟进；', '4.策划等相关部门工作沟通。', '岗位要求：', '1.罗辑清晰，有数据敏感性；', '2.数据统筹等数据相关专业优先；', '3.具有EXCEL基本操作能力；', '4.工作有较大的重复性，需要具备耐心、细心及稳定性。']"
采购定价专员（数据分析）,上海晨光科力普办公用品有限公司,上海,6-8千/月,07-22,"['上海\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['1000-5000人'],"['办公用品及设备,互联网/电子商务']","['职责描述：', '报价模块', '1、 根据销售发出客户清单内商品描述匹配对应的科力普商品；', '2、 根据客户背景（如年采购规模）核报客户能接受的价格。', '定价&价套模块', '1、 导入协议价至客户会员号内（价套导入）；', '2、 维护科力普C端和B端官网价格，确保价格的标准性和合理性；', '3、 维护老客户年度价套，确保商品的稳定供货和价格的标准和合理，搭建报价盈利模型；', '4、 管理采购成本、科力普官网价格以及新增商品的编码和价格；', '5、 输出内部相关数据（单品报告、京东市场价格分析、替换方案、Leader关系）', '任职要求：', '1.大专及以上学历；', '2.采购定价或数据分析相关工作经验1年以上；', '3.富有工作激情，抗压能力强，具备良好的沟通能力和人际关系处理能力；', '4.熟练使用办公office、精通excel\xa0。']"
大数据开发高级讲师（绍兴）,慧科教育科技集团有限公司,绍兴-越城区,1.5-2万/月,07-22,"['绍兴-越城区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['1000-5000人'],"['教育/培训/院校,互联网/电子商务']","['岗位职责：', '1、负责大数据教育方向的教学研发工作，包括教学体系开发、课程内容设计等；', '2、负责教学方案设计和教学资料的制作，包括课程大纲、教学课件等；', '3、负责远程教学的过程性设计和在线教学内容研发；', '4、将产业经验转化为教学资源，设计实验室方案或实训类项目的教学内容。', '任职资格：', '1、本科及以上学历，计算机相关专业，有1年以上大数据技术行业教育培训授课经验或课程研发经验；', '2、对Hadoop的MapReduce原理有深入研究，掌握Hadoop、Hive和Hbase等；', '3、熟悉Spark、Storm、Zookeeper、YARN等大数据相关技术；', '4、至少参与过一个中大型实际项目开发者；', '5. 表达能力强，声音清晰自然，个性开朗，乐于与人交流；（注：本职位对这条很重视）；', '6、热爱IT技术职业教育工作，有前瞻性和市场洞察能力，敢于拼搏，有创业精神；', '7、良好沟通技巧、学习能力，具有良好的职业操守；', '8、注重用户运营，在知名教育机构有管理经验者或教学经验者优先考虑。']"
银行后台数据录入文员,信雅达（杭州）计算机服务有限公司,成都-高新区,2-4千/月,07-22,"['成都-高新区\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0中专\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['1000-5000人'],['计算机软件'],"['岗位职责：主要负责银行业务数据的录入及票据审核工作。', '岗位要求：', '1、年满16周岁，身体健康；', '2、具备中文拼音或五笔录入技能，且汉字输入50字/分钟左右，数字180字/分钟左右；', '3、具有较强的事物接受能力及风险控制意识；', '4、接收在校实习生及大龄（40岁以下）稳定人士；', '5、财会/计算机相关专业或者有从事录入工作背景者尤佳。', '备注：银行项目为公司各方面条件最优越的项目，均在行方提供的银行职场办公，办公环境舒适，更拥有最宽广的发展空间。']"
数据专员,湖南谷医堂大药房连锁有限公司,长沙-望城区,4-6千/月,07-22,"['长沙-望城区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['1000-5000人'],"['互联网/电子商务,多元化业务集团公司']","['数据专员岗位职责：', '1. 管理业务系数据，使数据形成规范性，准确性，可视性，及时性，辅助性，公正公开性，', '维护公司客户资料安全性以及数据保密性；', '2. 根据公司指标及考核要求对公司资源合理调度，使资源最有话；', '3. 监督与管控公司各项业务数据，形成表格提交到职能总监处，异常数据及时反馈汇报；', '4. 汇总并完成本部门的年度、月度，周工作计划及总结；', '5. 制订更新并执行数据部管理制度、考核制度、减补单等各项制度。', '任职资格：', '1. 大专及以上学历，有工作经验者优先；', '2、具有优秀的思想品德，有一定学习能力，具有团队合作精神；', '3、熟练使用word、excel等办公自动化软件；', '4、具有良好的语言表达能力，普通话标准。']"
数据处理工程师,广东蓝图信息技术有限公司,广州-天河区,4-8千/月,07-22,"['广州-天河区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['150-500人'],"['计算机软件,计算机服务(系统、数据服务、维修)']","['职责描述：', '1.整理数据信息；', '2.搭建数据库；', '3.制图、出图、绘图；', '4.协助团队完成公司项目；', '任职要求：', '1.测绘、地理信息系统、遥感相关专业；', '2.掌握CAD、ArcGIS、erdas、envi等制图软件；', '3.具有积极的心态，富有上进心，思维敏捷，富有逻辑，善于学习；', '4.有无人机、三维数据处理经验优先。']"
数据需求分析师（数据治理方向）,上海思贤信息技术股份有限公司,上海-徐汇区,5.5-6.5千/月,07-22,"['上海-徐汇区\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['50-150人'],"['互联网/电子商务,计算机服务(系统、数据服务、维修)']","['1.\xa0负责面向金融、政务、能源等行业的数据治理项目现场调研、需求分析、可行性研究、解决方案设计；', '2.\xa0与客户进行深度沟通，准确把握客户诉求和业务需求，从用户体验的角度出发，分析用户的操作习惯和偏好，进行原型设计；', '3.\xa0负责与开发人员工作密切配合，包括需求对接、需求验证、变更记录、需求答疑等，保障开发、测试工作顺利完成，对产品质量负责；', '4.\xa0基于产品体系，针对客户需求，规划设计具有市场竞争力的综合解决方案、业务规范方案等，引导客户认可需求，促成商务合作；', '5.\xa0根据工作需要完成的其他事项。', '1.\xa0本科学历及以上', '2.\xa0熟练使用excel，word，ppt等办公软件，了解正则和sql', '3.\xa0工作责任心强，较强逻辑思维、思路清晰敏捷，沟通协调能力强，抗压能力好', '4.\xa0流利的口头与书面表达能力，能向客户演绎产品和方案优势；', '5.\xa0良好的逻辑思维能力，责任心强，具有良好的自我认知及职业定向。']"
数据专员,重庆及食商贸有限公司,重庆-渝北区,4-6千/月,07-22,"['重庆-渝北区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['150-500人'],['交通/运输/物流'],"['我们需要：抗压能力较强（能接受弹性工作制）、学习能力较强（招数据专员，不是统计员）、稳定性强（心术不正，三心二意拒）', '岗位职责：', '1、根据美团及公司制定的质量标准，负责区域内站点配送的质量改善工作；', '2、通过数据分析，寻找影响体验的问题点，并做具体分析，同时输出可行性质量改善报告；', '3、定期整理数据，针对问题类型进行归纳总结，并建立分析、培训、改善的完整体系；', '4、负责美团及公司下达的工作推进，确保执行落地；', '5、各部门工作的协同处理，并对各部门的问题进行反馈，跟进处理。', '岗位要求：', '1、大专及以上学历，物流管理、统计等相关专业专业优先；', '2、有大型物流企业营运管理，质量管理工作经验优先；', '3、具备较好的EXCEL数据分析处理能力，逻辑分析能力。']"
业务数据流程分析师,青岛沃特勒饮水设备有限公司,青岛-城阳区,0.6-1万/月,07-22,"['青岛-城阳区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0英语熟练\xa0\xa0', '\xa0\xa0计算机科学与技术 计算机信息管理']",['外资（欧美）'],['150-500人'],"['环保,家具/家电/玩具/礼品']","['\xa0\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '\xa0\xa0', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '\xa0\xa0']"
大数据分析师,中科软科技股份有限公司,北京-东城区,2-3万/月,07-22,"['北京-东城区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['10000人以上'],"['计算机服务(系统、数据服务、维修),计算机软件']","['岗位职责：', '1、负责大数据实时、离线分析处理；', '2、面向业务目标，从数据模型、数据分布、数据传输、数据存储等方面进行大数据系统的开发；', '3、负责数据仓库建设、设计、优化和落地；', '4、负责数据ETL开发、数据平台建设、ETL数据准确性验证及ETL任务的优化；', '5、数据仓库需求调研和需求分析。', '任职资格：', '1、统招本科及以上学历，计算机相关专业；', '2、熟悉常用开源分布式系统，精通Hadoop/Hive/Spark/Storm/Hbase/Kafka/Flume组件中的至少四个以上；', '3、参与过完整的数据采集、数据清洗整理、分析和建模等工作；', '4、有大规模分布式系统开发、维护经验，有故障处理能力，源码级开发能力；', '5、熟悉Linux开发环境，熟练掌握至少一种编程语言（Java / Python / SHELL / Scala）；', '6、有较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题；', '7、有数据分析工具平台的开发经验者优先；', '8、具有良好的学习能力、时间和流程意识、沟通协作能力。']"
大数据开发工程师,深圳市铱云云计算有限公司,深圳-南山区,1.5-2.5万/月,07-22,"['深圳-南山区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['合资'],['150-500人'],['互联网/电子商务'],"['1、负责公司大数据平台的研发工作，包括实时计算平台，批处理平台，机器学习平台，多维分析平台等的研发；', '2、负责公司大数据仓库建设，并针对不同业务应用场景对实时数据流或者离线数据进行数据建模，数据分析，数据指标计算和优化；\xa0', '3、负责公司用户画像，商品画像，知识图谱，数据相关性分析，企业评分卡等系统的研发；', '\xa04. 应用机器学习，数据分析，商业智能等技术并结具体业务场景的应用系统探索。\xa0', '岗位要求：\xa01、3年或3年以上的大数据开发经验；', '\xa02、深刻理解分布式计算原理，熟练掌握Hadoop，Canal，Kafka，Flume,Hive，Spark等大数据相关组件；', '\xa03、熟悉实时数仓的建设，有sparkStreaming或Flink实际开发经验，熟练使用SQL；', '4、熟悉java编程语言、shell脚本开发，掌握Python更优；', '\xa05、熟悉用户画像和推荐系统的开发流程，有数据治理和阿里云大数据平台使用经验的优先。']"
IT专员（大数据应用）,纬创资通（成都）有限公司,成都-双流区,6-8千/月,07-22,"['成都-双流区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa007-22发布']",['外资（非欧美）'],['5000-10000人'],"['电子技术/半导体/集成电路,计算机硬件']","['日常系统维护: ', '1.处理大数据相关的异常;', '2.记录异常处理的过程和事件并提出分析和改善对策;', '3.系统问题收集,整理,分析,改善;', '4.数据的收集,分析,呈现这些阶段的实现;', '5.程序的测试和上线;', '配合其他部门之有关事宜:', '1.配合公司运作需求,提供IT的解决方案；', '2.配合修改程序并和用户确认及时上线使用;', '任职要求:', '1.计算机,信息管理等相关专业本专(含)以上学历;', '2.有良好的编程能力,具体开发基础(至少会使用一门开发语言);', '3.熟练操作数据库;']"
大数据高级开发工程师,港融科技有限公司,成都-武侯区,1-1.8万/月,07-22,"['成都-武侯区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['1000-5000人'],"['金融/投资/证券,计算机软件']","['岗位要求： ', '1、全日制大学本科（含）以上学历，计算机/软件工程/数学/统计学/计算机等专业，211、985学校优先', '2、熟悉linux系统及常用命令，熟练使用shell、python等；', '3、精通一种以上主流数据库：SQLServer、Oracle、Mysql、Nosql等，熟练使用SQL，对sql性能调优有一定的理论及实践经验；', '4、熟练使用Java，Scala等语言，有基于Spark、Hadoop计算框架的大数据发开经验；', '5、熟悉大数据相关技术栈包括Hadoop/Hive/HBase/Spark/flink/Kafka/Zookeeper/Sqoop等；', '6、对ETL、数据管理、数据治理有一定的理解和认识，有ETL数据处理方案的设计与实施经验、有数据治理经验；', '7、5年以上数据开发和处理经验，数据仓库的设计及实施经验优先；', '8、具备较强的逻辑思维能力、学习创新能力、数据分析能力，以及良好的沟通技巧和团队合作能力。', '9、有以下经验者优先：', '（1）、金融证券行业开发经验者优先', '（2）、有云计算开发经验者优先']"
数据分析师,深圳乐佩信息科技有限公司,深圳-南山区,0.6-1万/月,07-22,"['深圳-南山区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0会计学']",['民营公司'],['50-150人'],"['互联网/电子商务,通信/电信/网络设备']","['1、客户端数据分析：全方面分析客户端数据，对产品改进提供数据支持；', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0', '\xa0\xa0\xa0\xa0']"
数据统计员,深圳市海雷新能源有限公司,深圳-坪山区,3-4.5千/月,07-22,"['深圳-坪山区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0中专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['150-500人'],['新能源'],"['岗位职责', '1、负责公司相关客户的数据管理，确保各项原始数据的真实性和准确性；', '2、对数字敏感，有独立的数据统计和分析能力，具备规范与严谨的统计操作技能；', '3、协助上级处理其他相关事项，并将各项报表汇总上报；', '4、各种数据和报表的录入和复核。', '任职资格', '1、中专及以上学历，文秘l等相关专业；', '2、有数据统计或物流行业工作经验者优先考虑；', '3、熟练使用各种办公软件；', '4、对工作细心、认真、仔细，有责任心、敬业精神。']"
数据分析师,深圳前海千惠资产管理有限公司,深圳-南山区,0.8-1.5万/月,07-22,"['深圳-南山区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['50-150人'],['金融/投资/证券'],"['1、3年以上数据库相关工作经验，本科及以上学历、计算机相关专业；', '2、精通MySQL的体系结构和工作原理；', '3、熟悉Linux或Unix系统，熟悉SHELL、Python\xa0（其中一种）；', '4、熟悉数据库优化，有基于数据库开发应用项目经历优先；', '5、具有良好的沟通、协调能力.', '6、对时序数据库引擎和系统OpenTSDB、Kairosdb、InfluxDB、Druid等有相关了解的优先']"
销售数据专员,承德乾隆醉酒业有限责任公司,廊坊,3-4.5千/月,07-22,"['廊坊\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['500-1000人'],"['快速消费品(食品、饮料、化妆品),批发/零售']","['1、销售区域日常的行政事务', '2、销售数据的统计和上报', '3、销售区域人员绩效考核数据的收集整理及提报']"
大数据开发工程师,广州赞赏信息科技有限公司,广州-天河区,1.5-2.5万/月,07-22,"['广州-天河区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['150-500人'],"['计算机软件,互联网/电子商务']","['岗位职责:', '1\xa0负责建设数据仓库，包含数据仓库建模，ETL开发，元数据管理，数据质量监控，数据血缘分析。', '2、制定数仓规范，负责数据仓库分层设计。', '3、搭建和维护数据仓库表，解决在仓库系统流程、工具使用、数据处理等遇到的问题。', '4、负责数据仓库和其它业务系统接口。', '5、基于对数据的理解和业务需求，对数据进行整理、分析和标签搭建。', '任职资格:', '1、计算机相关专业，本科以上学历，有3年以上数据仓库、ETL工作经验。', '2、逻辑清晰，熟悉数据仓库理论、具备大型数据仓库架构设计、模型设计优化等能力。', '3、熟练掌握Java/Scala编程语言,熟悉JVM原理。', '4、熟练掌握SQL、Shell等相关技术，有海量数据处理、ETL及任务调度优化、数据仓库建模等经验。', '5、熟练掌握Hadoop/Hive/Hbase/Kudu等大数据技术。', '5、熟悉Kafka/Spark优先。', '6、对数据敏感，业务理解力强，良好的数据建模和沟通能力，能有效将产品问题转化为数据问题，能有效开展数据产品转化工作。', '公司福利体系：', '1、具有业内竞争力和吸引力薪酬，年度2次调薪，月度项目奖金。', '2、甲级写字楼，办公环境优越！', '3、健全的福利体系：五险一金、带薪年假、节假日福利、每周羽毛球团建、每月部门活动经费、学习经费、生育福利经费等', '4、提供午晚餐、每周丰富下午茶、公司定期聚餐，设置咖啡机、零食柜等，进来了就胖得出不去~', '5、年度旅游、年度体检，年终奖等，让你年年有余~']"
房地产前策投资数据分析师,深圳禾略贝塔信息科技有限公司,成都-武侯区,5-6.5千/月,07-22,"['成都-武侯区\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0普通话\xa0\xa0', '\xa0\xa0统计学 数学与应用数学']",['创业公司'],['50-150人'],"['计算机服务(系统、数据服务、维修),房地产']","['我们是一家创新、开放的房地产大数据应用企业，', '致力于将统计学、应用数学、地理空间技术等理论，通过大数据应用在房地产投资策略和企业发展战略业务上。', '老板很帅、同事很cool、大家都很nice。我们的工作特别烧脑，每天都在做研究，工作时间不限制，工作职能是叠加态，特别锻炼人，与未来接轨，不用担心被时代淘汰！', '公司目前已经整合全国360个城市的各类多元数据，研究过的城市和地块项目，覆盖一线、二线、三线城市，及港澳地区。TOP100的地产公司，如万科、龙湖、华润、卓越等，选择与我们长期合作。', '随着公司业务规模的扩张，现在急需招募广大有志青年，一起change the world！', '工作内容包括但不局限于：', '1、 数据清洗、建模分析城市的关系、发展历程、前景；', '2、 建模研究城市指标，判断城市属性、投资机会，独立完成研究报告；', '3、 挖掘城市的发展机会点；', '4、 建模细分客群，研究客户的共性和差异性；', '5、 创造性的研发工作。', '专业技能要求：', '1、 熟悉运用SPSS、R、Python、SAS、MATLAB、Stata等数据分析软件；', '2、 丰富的数据处理经验，快速学习能力；', '3、 工作高效，严谨细致，责任心强。', '无论您在哪里，在禾略的数据里，您都将连上世界的头脑风暴！']"
Equity Data Research Analyst/股票数据分析员,晨星资讯（深圳）有限公司,深圳-福田区,5-7千/月,07-22,"['深圳-福田区\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0英语熟练']",['外资（欧美）'],['1000-5000人'],['金融/投资/证券'],"['l Use Morningstar data collection system to timely, accurately and completely collect equity fundamentals data in Balance Sheet, Cash Flow Statement, Income Statement, and footnotes for North American and Asian market companies, and build and maintain global main stock markets’ equity database.', 'l Actively discover and raise issues in work (including system, process, and especially collection methodology) and propose enhancement suggestion to further improve system functionality, process efficiency and data quality.', 'l Closely work with quality assurance and technical department to resolve clients’ data issues timely and effectively', 'l Understand current process and quality status through related indicators, and corporate with technical and project management department to drive improvement.', 'l Participate in other data and process related projects, like industry/market data collection methodology research, market expansion, process certification, new product development support, etc.', 'l 使用晨星的数据收集系统，按照标准的采集流程，及时、准确、完整地收集北美和亚太地区上市公司年报、季报里财务报表科目和附注数据，建立和维护全球主要金融市场的股票数据库。', 'l 与数据监测和技术等部门紧密协作，及时高效地解决客户提出的数据问题。', 'l 积极发现工作中的问题（包括系统，流程，采集方法论等），提出可行性改进方案，提高系统流程效率，提升数据质量。', 'l 通过分析相关指标了解流程和质量情况。并与技术、项目管理部门合作，持续改进。', 'l 参加其他数据和流程相关的项目，如行业、市场数据方法论研究，市场扩张，流程认证，新产品开发支持等。', 'l Bachelor degree and above, in areas of accounting, finance management, finance, and economics.', 'l No requirement for work experience, fresh graduates is qualified too', 'l Proficient in English in reading and writing, CET 6 and above is preferred', 'l Good English financial statement reading and analytical skill', 'l Goal orientated and with good commitment on task/project delivery', 'l Any certificates/candidate on CFA/CPA is a plus', 'l 本科及以上学历，专业为会计、财务管理、金融相关。', 'l 工作年限不限，可录用应届毕业生。', 'l 有非常良好的英文读写能力，至少要求六级以上。', 'l 良好的英文财报阅读、分析能力。', 'l 目标导向，按任务、项目要求高质量交付工作成果', 'l 具有ACCA/CFA/CPA资格或者在考人员为佳。']"
新技术/数据库维护,中移（上海）信息通信科技有限公司,上海-浦东新区,,07-22,"['上海-浦东新区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa007-22发布']",['国企'],['10000人以上'],['通信/电信/网络设备'],"['岗位主要职责', '1、负责跟踪学习最新的技术，并从公司实际需求考虑如何利用这些新技术，持续优化当前的运维体系；', '\xa0\xa0\xa0\xa0\xa0\xa02、负责所有DevOps/微服务/docker容器相关的问题的故障分析和排查；', '\xa0\xa0\xa0\xa0\xa0\xa03、负责对接平台部和研发部所开发出来的相关产品和平台；', '\xa0\xa0\xa0\xa0\xa0\xa04、负责配合本部门其余人员，共同分析问题并提出相关解决方案。\xa0\xa0', '任职资格要求', '教育：计算机相关专业，全日制统招本科及以上学历；      技能：      1、熟悉当前热门的云开源项目，如Docker、Kubernetes、Mesos等；      2、熟悉 Docker / Kubernetes等周边Service生态项目，如监控、日志、网络等方案，精通或者有实施经验者加分；      3、DevOps背景，开源项目贡献维护经历加分；      4、具有良好的逻辑思维能力，处理问题讲究条理和方法；      5、具备完整运维体系搭建能力；      经验：      1、至少3年的云平台K8S、docker容器相关从业经验；      2、具备团队管理经验。\xa0\xa0']"
